f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
125.48,120.56,122.37,0.9671,0.92582,0.96831,126.48,121.56,123.37,0.95605,0.93218,0.87105
159.95,160.14,171.45,0.87317,1.0014,1.148,160.95,161.14,172.45,0.96238,0.97093,0.95179
161.32,161.47,172.73,0.8747,1.0009,1.1453,162.32,162.47,173.73,0.94306,0.95767,0.93736
173.78,174.83,187.73,0.86736,1.0122,1.167,174.78,175.83,188.73,0.88685,0.93649,0.90354
174.62,175.66,188.71,0.86648,1.0119,1.1679,175.62,176.66,189.71,0.83367,0.8741,0.84763
127.73,127.96,136.73,0.89292,0.97984,1.1079,128.73,128.96,137.73,0.99294,0.99167,0.98257
128.75,127.82,135.25,0.93445,0.95451,1.0524,129.75,128.82,136.25,0.99076,0.98678,0.97239
138.09,137.78,147.14,0.87685,0.99565,1.1359,139.09,138.78,148.14,0.99555,0.9933,0.98272
144.14,141.95,148.99,0.90763,0.96985,1.0686,145.14,142.95,149.99,0.99665,0.99288,0.98631
103.14,97.899,102.52,0.92782,0.88769,0.9744,104.14,98.899,103.52,0.98863,0.98024,0.95678
105.55,94.251,90.101,1.093,0.80633,0.75841,106.55,95.251,91.101,0.97699,0.95198,0.90017
121.49,115.49,117.56,0.97625,0.8941,0.92716,122.49,116.49,118.56,0.99433,0.99252,0.98015
84.065,78.61,79.469,0.97305,0.89641,0.95408,85.065,79.61,80.469,0.9832,0.9774,0.94421
198.04,198.64,198.5,1.0015,1.0063,1.0054,199.04,199.64,199.5,0.89236,0.94312,0.73335
186.18,188.72,191.65,0.96996,1.0276,1.0604,187.18,189.72,192.65,0.92351,0.95426,0.81218
191.16,190.93,188.7,1.0237,0.99757,0.97447,192.16,191.93,189.7,0.92653,0.83321,0.65379
179.06,179.76,178.19,1.0176,1.008,0.99061,180.06,180.76,179.19,0.96485,0.94759,0.88644
188.08,185.21,184.34,1.0163,0.9699,0.95651,189.08,186.21,185.34,0.89608,0.94631,0.76223
183.46,181.31,181.7,0.9986,0.97752,0.97981,184.46,182.31,182.7,0.9037,0.95913,0.80664
201.02,198.17,197.98,1.0019,0.97193,0.97023,202.02,199.17,198.98,0.91293,0.97693,0.84897
