f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
54.102,58.484,73.264,0.63728,1.1685,1.8338,55.102,59.484,74.264,0.97601,0.98305,0.96319
79.451,55.147,47.352,1.3594,0.47861,0.33748,80.443,56.138,48.35,0.80693,0.89803,0.80223
108.39,78.902,63.808,1.6019,0.55485,0.35085,109.39,79.902,64.857,0.94594,0.96596,0.9158
68.499,24.952,22.533,1.2133,0.13031,0.1071,69.499,25.952,23.533,0.83306,0.89502,0.78732
131.08,81.959,70.214,1.3894,0.39385,0.28701,132.08,82.959,71.361,0.95338,0.95809,0.922
101.76,97.011,96.344,1.0109,0.91283,0.90493,102.76,98.011,97.344,0.99517,0.99338,0.98837
98.071,94.84,96.623,0.95878,0.93939,0.98285,99.071,95.84,97.623,0.9957,0.99272,0.98834
100.49,96.073,95.943,1.0042,0.91344,0.91072,101.49,97.073,96.943,0.99066,0.98856,0.98183
108.87,106.25,109.21,0.94652,0.95245,1.0063,109.87,107.25,110.21,0.99215,0.99109,0.98508
129.9,113.69,70.097,2.7583,0.80415,0.34249,130.75,114.69,71.153,0.83932,0.88615,0.86646
124.29,109.19,80.227,1.9926,0.82166,0.60724,125.18,110.18,81.25,0.89098,0.87339,0.86017
71.03,63.445,60.497,1.1126,0.83308,0.8258,72.03,64.445,61.5,0.95251,0.91537,0.84039
73.557,74.032,79.095,0.87558,1.0131,1.1572,74.557,75.032,80.095,0.98477,0.98657,0.97062
88.591,58.752,54.156,1.5218,0.41647,0.34817,89.59,59.784,55.251,0.80579,0.9065,0.83738
76.739,56.762,34.676,4.0137,0.50609,0.18953,77.683,57.786,36.673,0.89178,0.85798,0.85219
97.5,65.952,62.014,1.5564,0.41861,0.36882,98.5,66.952,63.13,0.81608,0.87618,0.87034
70.322,52.351,26.165,7.283,0.49723,0.12467,71.322,53.351,29.435,0.90541,0.69646,0.745
48.685,41.488,38.825,1.1434,0.71954,0.63095,49.685,42.488,39.825,0.97215,0.98155,0.95757
